UNIQUE_ID,MONTH,AGE,GENDER,OFFENCE,OUTCOME,LENGTH,PREV_CONVICTIONS,DRG_CLASS,DRG_CATEGORY,DRG_CULPABILITY,DRG_HARM,DRG_INCREASING_SER_STAT_1,DRG_INCREASING_SER_STAT_2,DRG_INCREASING_SER_STAT_3,DRG_INCREASING_SER_STAT_4,DRG_INCREASING_SER_STAT_NONE,DRG_INCREASING_SER_OTHER_1,DRG_INCREASING_SER_OTHER_2,DRG_INCREASING_SER_OTHER_3,DRG_INCREASING_SER_OTHER_4,DRG_INCREASING_SER_OTHER_5,DRG_INCREASING_SER_OTHER_6,DRG_INCREASING_SER_OTHER_7,DRG_INCREASING_SER_OTHER_8,DRG_INCREASING_SER_OTHER_9,DRG_INCREASING_SER_OTHER_10,DRG_INCREASING_SER_OTHER_11,DRG_INCREASING_SER_OTHER_12,DRG_INCREASING_SER_OTHER_13,DRG_INCREASING_SER_OTHER_14,DRG_INCREASING_SER_OTHER_15,DRG_INCREASING_SER_OTHER_16,DRG_INCREASING_SER_OTHER_17,DRG_INCREASING_SER_OTHER_18,DRG_INCREASING_SER_OTHER_19,DRG_INCREASING_SER_OTHER_20,DRG_INCREASING_SER_OTHER_21,DRG_INCREASING_SER_OTHER_NONE,DRG_REDUCING_SER_1,DRG_REDUCING_SER_2,DRG_REDUCING_SER_3,DRG_REDUCING_SER_4,DRG_REDUCING_SER_5,DRG_REDUCING_SER_6,DRG_REDUCING_SER_7,DRG_REDUCING_SER_8,DRG_REDUCING_SER_9,DRG_REDUCING_SER_10,DRG_REDUCING_SER_11,DRG_REDUCING_SER_12,DRG_REDUCING_SER_13,DRG_REDUCING_SER_14,DRG_REDUCING_SER_15,DRG_REDUCING_SER_16,DRG_REDUCING_SER_NONE,GUILT_IND_POLICE,GP_STAGE,GP_DISCOUNT,GP_FIRST_OPP
sc_drg-120234-009585,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Not Answered,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,Nature of likely supply,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009586,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,Nature of likely supply,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,-,-,No,"On, or after, the day of trial",11-20%,No
sc_drg-120234-009589,October,45 to 54,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,10 or more,Cannabis or Cannabis resin,Not Asked,Significant role,2,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Possession of drug in prison,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"On, or after, the day of trial",11-20%,No
sc_drg-120234-009590,October,45 to 54,Male,Possession with intent to supply,SSO,,1 to 3,Not Answered,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33% or more,Not Answered
sc_drg-120234-009591,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Not Answered,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009593,October,18 to 24,Male,Possession with intent to supply,SSO,,None,Not Answered,Not Asked,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,Involvement due to pressure/intimidation/coercion,-,Isolated incident,-,No previous relevant convictions,Offender´+¢s vulnerability exploited,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Not Answered
sc_drg-120234-009595,October,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,4 to 9,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009596,October,35 to 44,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Asked,Lesser role,1,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Nature of likely supply,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,Mistaken belief regarding type of drug,Isolated incident,-,No previous relevant convictions,Offender´+¢s vulnerability exploited,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009598,October,25 to 34,Male,Possession with intent to supply,SSO,,1 to 3,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009599,October,35 to 44,Male,Supplying,Immediate custody,12 months,1 to 3,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009600,October,18 to 24,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",21-32%,No
sc_drg-120234-009603,October,25 to 34,Male,Supplying,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,"Presence of others, especially children and/or non-users",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Not Answered,"Up to, or at, the PCMH",Not Answered,Yes
sc_drg-120234-009605,October,18 to 24,Male,Possession with intent to supply,CO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",21-32%,Yes
sc_drg-120234-009606,October,25 to 34,Male,Possession with intent to supply,CO,,None,Cannabis or Cannabis resin,Not Asked,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009607,October,25 to 34,Male,Possession with intent to supply,CO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009609,October,18 to 24,Male,Possession with intent to supply,Immediate custody,12 months,Not Answered,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,Failure to comply with current court orders,-,-,-,-,-,-,-,-,Length of time premises used,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,"Up to, or at, the PCMH",21-32%,No
sc_drg-120234-009610,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Other Class B,Not Asked,Significant role,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",No discount,No
sc_drg-120234-009611,October,18 to 24,Male,Possession with intent to supply,CO,,None,Cannabis or Cannabis resin,Not Asked,Lesser role,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,-,-,-,-,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",No discount,No
sc_drg-120234-009613,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Low purity,-,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",11-20%,No
sc_drg-120234-009615,October,18 to 24,Male,Possession with intent to supply,CO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009616,October,25 to 34,Male,Supplying,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,"Presence of others, especially children and/or non-users",-,-,-,Location of premises,Length of time premises used,-,-,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009617,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Not Answered,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",No discount,No
sc_drg-120234-009618,October,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,High purity or high potential yield,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Don't know,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009619,October,18 to 24,Male,Supplying,Immediate custody,Over 12 months and up to 18 months,1 to 3,Other Class B,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,Attempt to conceal/dispose of evidence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Don't know,"Up to, or at, the PCMH",33% or more,No
sc_drg-120234-009620,October,18 to 24,Male,Supplying,CO,,None,Other Class B,Not Asked,Lesser role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,"On, or after, the day of trial",1-10%,No
sc_drg-120234-009621,October,35 to 44,Male,Possession with intent to supply,SSO,,None,Not Answered,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Nature of likely supply,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,-,-,No previous relevant convictions,-,-,-,-,Serious medical conditions,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009622,September,45 to 54,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Not Answered
sc_drg-120234-009623,October,25 to 34,Male,Other drugs offences,CO,,None,Cannabis or Cannabis resin,Not Asked,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,"On, or after, the day of trial",No discount,No
sc_drg-120234-009624,October,18 to 24,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,Age/lack of maturity affecting responsibility,-,-,-,-,-,No,"Up to, or at, the PCMH",21-32%,Yes
sc_drg-120234-009625,June,35 to 44,Male,Possession with intent to supply,Immediate custody,Over 3 months and up to 6 months,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Don't know,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009626,June,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 3 months and up to 6 months,None,Not Answered,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Don't know,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009627,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009628,October,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33% or more,Not Answered
sc_drg-120234-009629,October,25 to 34,Male,Possession with intent to supply,CO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,Offender using cannabis to help with diagnosed medical condition,-,No,After the PCMH but before the day of trial,11-20%,No
sc_drg-120234-009630,October,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,Not Answered,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",21-32%,No
sc_drg-120234-009635,October,18 to 24,Male,Possession with intent to supply,Immediate custody,12 months,1 to 3,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009638,October,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,1 to 3,Other Class B,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,On licence,-,-,-,-,-,-,-,-,-,Nature of likely supply,-,-,-,-,-,-,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009641,October,25 to 34,Male,Possession with intent to supply,SSO,,Not Answered,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,Offence committed on bail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009642,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Not Answered,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,-,-,Not Answered,"Up to, or at, the PCMH",33% or more,Not Answered
sc_drg-120234-009643,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Not Answered,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,-,-,Not Answered,"Up to, or at, the PCMH",33% or more,Not Answered
sc_drg-120234-009644,October,18 to 24,Male,Supplying,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009645,October,18 to 24,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Not Answered,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,Age/lack of maturity affecting responsibility,-,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009646,October,25 to 34,Male,Possession with intent to supply,Immediate custody,Up to 3 months,1 to 3,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009648,October,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,None,Other Class B,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,Failure to comply with current court orders,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",21-32%,No
sc_drg-120234-009649,October,25 to 34,Male,Possession with intent to supply,SSO,,None,Not Answered,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,Involvement due to pressure/intimidation/coercion,-,Isolated incident,-,No previous relevant convictions,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009651,October,18 to 24,Male,Possession with intent to supply,SSO,,None,Not Answered,Not Asked,Significant role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,"Up to, or at, the PCMH",Not Answered,Not Answered
sc_drg-120234-009652,October,18 to 24,Male,Possession with intent to supply,SSO,,None,Not Answered,Not Asked,Significant role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,"Up to, or at, the PCMH",Not Answered,Not Answered
sc_drg-120234-009654,October,18 to 24,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Lesser role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,On licence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,-,-,-,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,Age/lack of maturity affecting responsibility,-,-,Offender addicted to same drug,Offender using cannabis to help with diagnosed medical condition,-,No,"On, or after, the day of trial",33% or more,No
sc_drg-120234-009656,October,18 to 24,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",21-32%,No
sc_drg-120234-009657,October,45 to 54,Male,Possession with intent to supply,Immediate custody,Over 3 months and up to 6 months,10 or more,Cannabis or Cannabis resin,Not Asked,Lesser role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,Failure to comply with current court orders,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009658,October,25 to 34,Male,Possession with intent to supply,CO,,1 to 3,Cannabis or Cannabis resin,Not Asked,Lesser role,4,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009659,October,45 to 54,Male,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,Presence of weapon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,Isolated incident,Low purity,No previous relevant convictions,Offender´+¢s vulnerability exploited,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009662,October,18 to 24,Male,Possession with intent to supply,CO,,None,Cannabis or Cannabis resin,Not Asked,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,-,Good character/exemplary conduct,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,-,-,No,"On, or after, the day of trial",No discount,No
sc_drg-120234-009665,October,35 to 44,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,1 to 3,Cannabis or Cannabis resin,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,"Up to, or at, the PCMH",Not Answered,No
sc_drg-120234-009666,October,25 to 34,Female,Possession with intent to supply,SSO,,None,Cannabis or Cannabis resin,Not Asked,Not Answered,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",21-32%,Not Answered
sc_drg-120234-009676,October,35 to 44,Male,Production/being concerned in production/cultivation,SSO,,1 to 3,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,"Presence of others, especially children and/or non-users",-,-,-,-,-,-,-,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,-,-,-,-,-,-,-,Serious medical conditions,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33% or more,Yes
sc_drg-120234-009679,October,18 to 24,Male,Possession with intent to supply,CO,,1 to 3,Cannabis or Cannabis resin,Not Asked,Lesser role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,No,"On, or after, the day of trial",1-10%,No
sc_drg-120234-009680,October,25 to 34,Male,Possession with intent to supply,CO,,1 to 3,Cannabis or Cannabis resin,Not Asked,Lesser role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Not Answered,"Up to, or at, the PCMH",33% or more,Yes
