business_name,inspection_score,Year,NumberofLocations,Weekend
NAPOLI'S PIZZA,77,2008,77,FALSE
HULA HANDS RESTAURANT,86,2009,181,FALSE
PHO & THAI CUISINE,77,2016,49,FALSE
ORION SCHOOL,100,2004,38,FALSE
NEW ASIAN MARKET,94,2016,24,FALSE
MOOSE'S TOOTH PUB & PIZZERIA,100,2001,60,FALSE
WAL-MART #2188 - GROCERY,94,2016,27,FALSE
BEAR TOOTH GRILL,94,2004,75,FALSE
COSTCO #63 - PIZZA & DELI,100,2007,37,FALSE
YOGURT LOUNGE,93,2017,19,FALSE
HOMEWOOD SUITES ANCHORAGE,100,2017,13,FALSE
KRINERS DINER,87,2015,53,FALSE
CARRS #2628 - BAKERY,99,2017,29,FALSE
TRAILSIDE ELEMENTARY SCHOOL,100,2017,38,FALSE
JOY CHILD DEVELOPMENT CENTER,92,2008,38,FALSE
HOLIDAY STATIONSTORE #614 SNACK,100,2001,57,FALSE
MULDOON ELEMENTARY SCHOOL,100,2007,40,FALSE
CENTURY THEATRE,100,2017,31,FALSE
PHO & THAI CUISINE,75,2016,49,FALSE
NEW SAGAYA CITY MARKET - MEAT,94,2007,21,FALSE
BONIFACE CHEVRON - SNACK BAR,100,2000,26,FALSE
KOBE TEPPAYAKI HOUSE,87,2015,151,FALSE
CARRS #1807 - SERVICE MEAT,99,2006,27,FALSE
AFC SUSHI #668 @ FRED MEYER,94,2017,26,FALSE
ASIA GARDEN,87,2016,119,FALSE
ANCHORAGE COMMUNITY YMCA - POOL,100,2015,53,FALSE
CARRS #1802 - DELI,90,2004,56,FALSE
ANCHORAGE COMFORT INN - POOL,100,2005,40,FALSE
LAKE HOOD ELEMENTARY,100,2000,36,FALSE
ORSO,89,2009,39,FALSE
LOS ARCOS RESTAURANT,82,2006,79,FALSE
HOLY SPIRIT CENTER,100,2016,24,FALSE
CAROUSEL CHILD CARE CENTER,89,2008,58,FALSE
KINLEY'S RESTAURANT & BAR INC,84,2005,71,FALSE
KINLEY'S RESTAURANT & BAR INC,95,2015,71,FALSE
CENTRER LE POINT CAFE,100,2006,27,FALSE
BONIFACE CHEVRON FOOD MART,99,2017,23,FALSE
LAHN PAD-THAI RESTAURANT,95,2000,102,FALSE
PEKING WOK,72,2009,271,FALSE
DON JOSE'S MEXICAN RESTAURANT,79,2015,140,FALSE
CARRS #2628 - ORIENT EXPRESS,100,2003,37,FALSE
CHILD'S EARLY LEARNING CENTER,96,2017,29,FALSE
"OFFICE CAFE, THE",94,2016,10,FALSE
CAFE AMSTERDAM,85,2005,49,FALSE
PANDA EXPRESS #2579,97,2016,19,FALSE
CARRS #1805 - ORIENT EXPRESS,88,2009,75,FALSE
EAGLE RIVER SNACK BAR,94,2017,56,FALSE
LIONS DEN LOUNGE,88,2016,33,FALSE
HOLIDAY STATIONSTORE  #632,94,2002,30,FALSE
SUITE 100 BAR,100,2009,17,FALSE
HOLIDAY STATIONSTORE #628,97,2016,41,FALSE
SNOW CITY CAFE,92,2005,39,FALSE
HOST COMMISSARY,93,2004,48,FALSE
GREAT ALASKA PIZZA CO,93,2016,40,FALSE
ALASKA ZOO,98,2016,31,FALSE
SUBWAY #34109,82,2006,27,FALSE
BARTLETT HIGH POOL/P & R,100,2002,21,FALSE
ICHIBAN RESTAURANT,80,2008,125,FALSE
SIDE STREET ESPRESSO,98,2008,16,FALSE
DRAGON RESTAURANT,82,2005,191,FALSE
PTARMIGAN ELEMENTARY SCHOOL,100,2009,39,FALSE
SUBWAY,98,2016,99,FALSE
BOYS & GIRLS CLUB -MULDOON,100,2018,49,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,90,2007,134,FALSE
BRADLEY HOUSE,95,2009,54,FALSE
CAMP FIRE - CHESTER VALLEY,92,2015,20,FALSE
GALLO'S MEXICAN RESTAURANT,97,2005,274,FALSE
JALAPENOS MEXICAN RESTAURANT,91,2002,104,FALSE
T.G.I. FRIDAYS,88,2006,68,FALSE
PETROLEUM CLUB OF ANCH. - BAR,93,2015,22,FALSE
CHINOOK ELEMENTARY SCHOOL,100,2008,40,FALSE
SUBWAY OF ALASKA #15777,97,2000,70,FALSE
UAA - STARBUCKS,92,2016,30,FALSE
VIKING HALL,100,2003,21,FALSE
MEKONG RESTAURANT,82,2007,86,FALSE
MIDNIGHT SUN BREWING COMPANY,85,2015,34,FALSE
BURRITO KING,92,2002,54,FALSE
CARRS #1805 - ORIENT EXPRESS,88,2004,75,FALSE
SHINES ASIAN FUSION BISTRO,87,2016,54,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,100,2006,134,FALSE
FRED MEYER - DELI,95,2017,189,FALSE
BONIFACE CHEVRON FOOD MART,100,2015,23,FALSE
JACKIE'S PLACE,91,2016,95,FALSE
SUBWAY STORE #23885,100,2017,26,FALSE
RIZEN GRIND,94,2017,8,FALSE
MUFFIN MAN,90,2004,43,FALSE
SPARE ROOM (HAROLD'S),95,2002,30,FALSE
LONG BRANCH SALOON,97,2005,91,FALSE
DOWNTOWN SHELL FOOD MART A & W,90,2000,27,FALSE
CARRS #1812 - DELI,100,2004,46,FALSE
PHO SAIGON,93,2017,11,FALSE
SERRANO'S MEXICAN GRILL,88,2016,56,FALSE
CHUGACH OPTIONAL ELEMENTARY SCHOOL,100,2008,38,FALSE
COLLEGE GATE ELEMENTARY SCHOOL,96,2004,38,FALSE
FRED MEYER  DELI #668,93,2006,52,FALSE
CENTER CAFE,94,2016,90,FALSE
TACO KING,99,2002,115,FALSE
PHO VIETNAM RESTAURANT,94,2009,41,FALSE
PIZZA PLAZA,81,2006,90,FALSE
PEANUT FARM - RESTAURANT,81,2006,92,FALSE
BRADLEY HOUSE - BAR,95,2018,21,FALSE
CARRS #1812 - ORIENT EXPRESS,98,2008,34,FALSE
CAPTAIN COOK - FLETCHER'S BAR,98,2001,24,FALSE
YUKON CONCESSION,96,2016,24,FALSE
DENNY'S,92,2006,111,FALSE
CARRS #1813 - DELI,94,2004,68,FALSE
GALLO'S MEXICAN RESTAURANT,86,2009,274,FALSE
CLUB PARIS,87,2009,50,FALSE
CAMP FIRE - HUFFMAN,95,2007,28,FALSE
M.L.K. FOOD BANK,96,2005,12,FALSE
BENIHANA RESTAURANT,89,2002,83,FALSE
907 ALEHOUSE,90,2017,15,FALSE
EAGLE RIVER ELEMENTARY SCHOOL,100,2009,35,FALSE
ESSENTIAL 1 POWER STOP,89,2002,44,FALSE
SUBWAY OF ALASKA #3379,100,2017,55,FALSE
CAFE AMSTERDAM,100,2003,49,FALSE
KOREAN RICE CAKE CO,82,2008,49,FALSE
CHEPO'S,92,2009,83,FALSE
ANCHORAGE COMMUNITY YMCA - POOL,100,2005,53,FALSE
WILLIAM TYSON ELEMENTARY,100,2015,38,FALSE
ICHIBAN RESTAURANT,78,2007,125,FALSE
GRACE CHRISTIAN SCHOOL LUNCH PROGRA,100,2002,39,FALSE
PEANUT FARM SPORTS BAR & GRILL,93,2016,50,FALSE
HOLIDAY STATIONSTORE #611 SNACKBAR,100,2008,31,FALSE
FRED MEYER  DELI #668,93,2007,52,FALSE
THREE BEARS #100 - MEAT,89,2016,13,FALSE
YUKON CONCESSION INC,100,2015,7,FALSE
JACKIE'S PLACE,75,2008,95,FALSE
CARRS #1812 - RETAIL FISH,99,2002,28,FALSE
MOOSE'S TOOTH PUB & PIZZERIA,95,2007,60,FALSE
KALADI BROTHERS COFFEE,82,2009,99,FALSE
SICILY'S PIZZA,86,2009,323,FALSE
HOWLING WOLF CAFE/JROTC,100,2008,16,FALSE
CARRS #1807 - SALAD BAR,100,2015,32,FALSE
UAA ALASKA AIRLINES CENTER - CATERING & STORAGE,97,2016,7,FALSE
KOBE TEPPAYAKI HOUSE,87,2015,151,FALSE
NORTHERN LIGHTS ESPRESSO CAFE,100,2008,27,FALSE
MCDONALD'S,98,2017,646,FALSE
MOMMA O'S SEAFOOD,83,2016,26,FALSE
COSTCO WHOLESALE - PROCESSOR,89,2001,27,FALSE
CARRS #1813 - CHINESE KITCHEN,89,2002,49,FALSE
VILLAGE INN #1,90,2006,66,FALSE
AFC SUSHI #668 @ FRED MEYER,93,2009,26,FALSE
HAMBURGER HAVEN,76,2016,129,FALSE
SULLIVAN ARENA - NORTH MAIN,100,2016,30,FALSE
PEANUT FARM - BAR,97,2000,32,FALSE
RALF'S SPORTS BAR,97,2002,15,FALSE
HOLIDAY STATION STORE #601 SNACK,83,2016,52,FALSE
GARCIAS CANTINA & CAFE,94,2017,25,FALSE
QDOBA MEXICAN GRILL,92,2017,61,FALSE
BASKIN ROBBINS,99,2008,75,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,90,2006,134,FALSE
ALASKAN RUSTIC MARKET,85,2009,21,FALSE
SICILY'S PIZZA,78,2006,323,FALSE
STUDENT NUTRITION CENTER,99,2006,31,FALSE
L'AROMA BAKERY & DELI - RESTAURANT,91,2009,161,FALSE
RUSSIAN JACK ELEMENTARY SCHOOL,100,2016,38,FALSE
BPX EXPLORATION CAFE,93,2007,43,FALSE
UNCLE JOE'S PIZZERIA #3,95,2017,38,FALSE
49TH STATE BREWERY,94,2016,13,FALSE
"ALASKA CLUB (SPA-MEN'S),THE SUMMIT",100,2015,30,FALSE
COMFORT SUITES/KITCHEN,91,2009,37,FALSE
"MOTHER LODE, LLC, THE",100,2015,17,FALSE
PANHANDLE BAR,92,2005,32,FALSE
BURGER JIM #1,88,2006,101,FALSE
AMORE PIZZA,96,2009,45,FALSE
BEAR MOUNTAIN GRILL,89,2004,81,FALSE
CARL'S JR RESTAURANT,91,2008,254,FALSE
CARRS #1812 - DELI,95,2017,46,FALSE
CARRS #1805 - DELI,88,2006,86,FALSE
CHUCK E CHEESE PIZZA,75,2004,91,FALSE
MT SPURR SCHOOL,100,2005,37,FALSE
ASIAN KITCHEN - NORTHWOOD,91,2005,51,FALSE
ROCHELLE'S ICE CREAM - S,100,2005,17,FALSE
HACIENDA MEXICAN RESTAURANT,88,2008,62,FALSE
"ARC ESPRESSO, THE",100,2007,31,FALSE
CARRS #520 -  DELI,89,2004,80,FALSE
ANCH HILTON - HOOPER BAY,90,2006,76,FALSE
GOLDEN CORRAL,95,2007,114,FALSE
SCOTTIE'S SUB,100,2015,10,FALSE
ANCH HILTON - HOOPER BAY,85,2009,76,FALSE
HILLTOP SKI AREA,99,2006,55,FALSE
DAMI,92,2005,103,FALSE
STARBUCKS COFFEE CO #11426,92,2007,17,FALSE
PIPER'S RESTAURANT,100,2017,113,FALSE
SUBWAY OF ALASKA #7527,95,2000,53,FALSE
COMFORT SUITES/KITCHEN,89,2016,37,FALSE
CARRS #1817 - ORIENT EXPRESS,100,2007,53,FALSE
PERK-UP ESPRESSO,94,2017,70,FALSE
HEAVENLY CUP,92,2018,26,FALSE
ESSENTIAL 1 POWER STOP,95,2002,44,FALSE
ROSETTA'S ITALIAN EATERY,99,2009,55,FALSE
BIG BOY EXPRESS MARKET,86,2007,133,FALSE
SICILY'S PIZZA,90,2016,323,FALSE
CARRS #1809 - SALAD BAR,97,2000,34,FALSE
KING CAREER CENTER EARLY CHILDHOOD,98,2001,25,FALSE
GWENNIES RESTAURANT,89,2005,126,FALSE
QDOBA MEXICAN GRILL,92,2007,61,FALSE
BLAINES KITCHEN & SNACK BAR,89,2016,18,FALSE
SLEEPY DOG COFFEE CO,87,2009,68,FALSE
ALASKA CLUB FOR WOMEN - SPA,100,2004,43,FALSE
SUBWAY OF ALASKA #23397,98,2016,52,FALSE
SUBWAY OF ALASKA #15777,92,2016,70,FALSE
HOLIDAY STATIONSTORE #606 SNACKBAR,100,2007,37,FALSE
REGAL CINEMAS TOTEM 8,89,2008,47,FALSE
L'AROMA BAKERY & DELI - RESTAURANT,90,2007,161,FALSE
RAVENWOOD ELEMENTARY CAFETERIA,100,2009,37,FALSE
CLITHEROE REHAB CENTER,88,2008,55,FALSE
88TH ST PIZZA,98,2008,43,FALSE
TACO KING,85,2006,115,FALSE
COSTCO WAREHOUSE PIZZA KITCHEN,91,2006,44,FALSE
KING CAREER CENTER EARLY CHILDHOOD,100,2015,25,FALSE
CARTEE COMPLEX CONCESSION (S),93,2016,15,TRUE
COMFORT SUITES -POOL,100,2017,27,FALSE
LUIGI'S PIZZA,81,2006,117,FALSE
MIKE'S QUALITY MEATS,93,2004,47,FALSE
CARRS #1817 - DELI,90,2008,72,FALSE
MCDONALD'S,96,2015,646,FALSE
SWEET PINK PEPPER,85,2009,154,FALSE
MCDONALD'S,100,2016,646,FALSE
CARL'S JR RESTAURANT,96,2016,254,FALSE
SUBWAY OF ALASKA #14372,100,2017,62,FALSE
HAMBURGER HAVEN,93,2006,129,FALSE
MCDONALD'S - WALMART,95,2016,27,FALSE
DING HOW RESTAURANT,81,2007,196,FALSE
MOUNTAIN VIEW ELEM SCHOOL,100,2006,45,FALSE
ANCH HILTON - HOOPER BAY,91,2005,76,FALSE
MCDONALD'S,89,2000,646,TRUE
ANCHORAGE COMMUNITY YMCA - BAXTER,100,2016,21,FALSE
TARGET - STARBUCKS,97,2008,12,FALSE
LOS ARCOS RESTAURANT,89,2016,79,FALSE
FRED MEYER - RETAIL STORE,98,2008,49,FALSE
SERVICE HIGH SCHOOL,100,2003,42,FALSE
PIZZA PLAZA,100,2003,90,FALSE
ANCHORAGE SENIOR CENTER,89,2007,95,FALSE
CENTER CAFE,92,2007,90,FALSE
TWO KINDRED SPIRITS COFFEE HOUSE,97,2017,9,FALSE
CHUGIAK HIGH SCHOOL,100,2009,42,FALSE
WAFFLE RUSH,92,2017,15,FALSE
GOLDEN GATE,94,2017,67,FALSE
HANSHEW MIDDLE SCHOOL,100,2017,40,FALSE
PIZZA MAN #1,95,2005,83,FALSE
PRIMROSE GARDEN PRESCHOOL,100,2016,8,FALSE
"ALASKA CLUB HOT TUB, THE",100,2006,50,FALSE
FRED MEYER - BAKERY,95,2016,88,FALSE
SILVERTIP GRILL,88,2009,62,FALSE
PHO VIETNAM RESTAURANT,91,2008,41,FALSE
JJ'S SPORTS LOUNGE,95,2000,24,FALSE
CARRS #520 -  DELI,92,2004,80,FALSE
YUKON CONCESSION - S,100,2008,22,TRUE
ANCHORAGE MARKET,92,2009,32,FALSE
TESORO -SPENARD,97,2018,7,FALSE
ANCHORAGE COMMUNITY YMCA - POOL,100,2001,53,FALSE
MCDONALD'S,96,2002,646,FALSE
TACO KING,95,2018,115,FALSE
PEANUT FARM - RESTAURANT,87,2009,92,FALSE
WILLOW CREST ELEMENTARY SCHOOL,100,2004,37,FALSE
MCDONALD'S,99,2005,646,FALSE
AL'S ALASKAN INN,97,2004,30,FALSE
SUBWAY,100,2016,99,FALSE
KILLER BEE'S ESPRESSO,95,2007,27,FALSE
EXTENDED STAY DELUXE - POOL,100,2016,37,FALSE
REILLY'S,88,2009,35,FALSE
ARBY'S,90,2009,128,FALSE
CAPTAIN COOK - SPA/ COED,100,2009,29,FALSE
HOLIDAY STATIONSTORE #628 SNACKBAR,95,2017,57,FALSE
CARRS #1809 - SALAD BAR,96,2004,34,FALSE
CARRS #1807 - BAKERY,87,2006,33,FALSE
POLAR BAR,92,2016,28,FALSE
JACK SPRAT,86,2015,34,FALSE
GIRDWOOD K-8,100,2016,36,FALSE
PANHANDLE BAR,94,2007,32,FALSE
ORGANIC OASIS HEALTH FOODS,89,2015,96,FALSE
APA GROCERIES,91,2016,47,FALSE
ANCHORAGE MARRIOTT DOWNTOWN,85,2016,43,FALSE
ARIGATO,84,2007,79,FALSE
LUCKY 7 MARKET,96,2016,28,FALSE
GOLDEN GATE,82,2016,67,FALSE
O'MALLEY ON THE GREEN - SNACK BAR,90,2004,25,FALSE
GORSUCH BOY SCOUT CAMP,95,2005,34,FALSE
CARRS #1812 - RETAIL MEAT,100,2015,25,FALSE
TESORO - OLD SEWARD,100,2018,8,FALSE
SUBWAY OF ALASKA #7526,94,2017,63,FALSE
MT SPURR SCHOOL,100,2016,37,FALSE
KIDS' KITCHEN - Fairview,90,2008,27,FALSE
FRED MEYER - BAKERY,96,2008,88,FALSE
TROPICAL LATIN FOOD,96,2015,63,FALSE
JEN'S RESTAURANT LLC,93,2016,5,FALSE
CARRS #2628 - DELI,92,2006,48,FALSE
SUSITNA ELEMENTARY SCHOOL,100,2009,41,FALSE
CARRS #1813 - RETAIL FISH,100,2004,26,FALSE
"ALASKA CLUB EAST - DECK, THE",100,2003,46,FALSE
CENTER CAFE,88,2004,90,FALSE
HOLIDAY STATIONSTORE #630 SNACKBAR,91,2007,30,FALSE
SWEET PINK PEPPER,79,2004,154,FALSE
BLAINES KITCHEN & SNACK BAR,84,2015,18,FALSE
CARRS #1807 - ORIENT EXPRESS,97,2001,47,FALSE
EAGLE RIVER CHEVRON-SNACK,96,2017,19,FALSE
KENNY'S KITCHEN,87,2017,78,FALSE
DENNY'S,86,2016,111,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,94,2017,87,FALSE
HOLIDAY STATIONSTORE #602 DELI,91,2015,46,FALSE
ORION SCHOOL,100,2003,38,FALSE
BAXTER ELEMENTARY SCHOOL,95,2009,38,FALSE
NEW SAGAYA'S MIDTOWN MARKET - MEAT,100,2001,22,FALSE
CARL'S JR RESTAURANT,85,2015,254,FALSE
TROPICAL LATIN FOOD,85,2017,63,FALSE
SAMURAI SUSHI,74,2007,119,FALSE
HOLIDAY STATIONSTORE #637,100,2007,40,FALSE
I.H.O.P.,92,2008,208,FALSE
PEGGYS RESTAURANT,87,2007,86,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,93,2017,134,FALSE
CARRS #1812 - GROCERY,95,2007,22,FALSE
COSTCO WAREHOUSE PIZZA KITCHEN,100,2009,44,FALSE
AMORE PIZZA,100,2015,45,FALSE
MCDONALD'S,95,2001,646,FALSE
FRED MEYER - RETAIL FISH,100,2002,86,FALSE
HULA HANDS RESTAURANT,86,2007,181,FALSE
ARBY'S,91,2008,128,FALSE
TRAILSIDE ELEMENTARY SCHOOL,100,2006,38,FALSE
TACO BELL #2181,94,2016,35,FALSE
NORTH STAR HOSPITAL,96,2004,40,FALSE
YUKON CONCESSION - S,100,2006,22,FALSE
AL'S ALASKAN INN,100,2003,30,FALSE
FRIED RICE EXPRESS,89,2017,24,FALSE
CLITHEROE REHAB CENTER,95,2003,55,FALSE
CRAZY HORSE SALOON RESTAURANT,87,2005,41,FALSE
PICCOLINO'S RESTAURANTS INC,85,2016,42,FALSE
BAYSHORE CLUBHOUSE POOL,100,2003,31,FALSE
DING HOW RESTAURANT,78,2007,196,FALSE
SIMON & SEAFORTS,94,2005,74,FALSE
SWEET PINK PEPPER,85,2017,154,FALSE
CARRS #2628 - SALAD BAR,95,2005,30,FALSE
BIG BOY EXPRESS MARKET,83,2007,133,FALSE
AFC SUSHI #18 @ FRED MEYER #18,100,2005,51,FALSE
SILVERTIP GRILL,79,2004,62,FALSE
HOLIDAY STATION STORE #601,82,2016,42,FALSE
"ALASKA CLUB HOT TUB, THE",100,2001,50,FALSE
HILAND MOUNTAIN CORRECTIONAL CTR,100,2008,51,FALSE
DON JOSE'S MEXICAN RESTAURANT,89,2001,140,FALSE
VILLAGE INN #1,98,2009,66,FALSE
MCDONALD'S,91,2001,646,FALSE
WEST HIGH SCHOOL,100,2015,36,FALSE
ST FRANCIS HOUSE,100,2007,17,FALSE
CARRS #1807 - SALAD BAR,88,2003,32,FALSE
NORTH STAR ELEMENTARY SCHOOL,100,2017,46,FALSE
EAGLE RIVER RESTAURANT & ALE HOUSE,87,2016,25,FALSE
T.G.I. FRIDAYS,83,2016,68,FALSE
TOMMY'S BURGER STOP,100,2005,63,FALSE
CAMP FIRE - OCEAN VIEW,100,2008,26,FALSE
CROSTINI CAFE,90,2006,53,FALSE
UNCLE JOE'S PIZZERIA #4,86,2009,40,FALSE
BISTRO IT,96,2016,16,FALSE
MOCHA MOTION,89,2008,18,FALSE
SAFEWAY/ STARBUCK'S,97,2007,13,FALSE
WILLIAM TYSON ELEMENTARY,100,2007,38,FALSE
CARRS #1809 - GROCERY,100,2004,28,FALSE
TACO KING IV,91,2017,41,FALSE
SAVERIO'S PIZZERIA,94,2017,4,FALSE
LITTLE ITALY,90,2017,66,FALSE
TACO BELL #19282,100,2000,43,FALSE
BASKIN ROBBINS #8046,98,2004,54,FALSE
CAMP FIRE - O'MALLEY,100,2005,27,FALSE
WILLOW CREST ELEMENTARY SCHOOL,100,2003,37,FALSE
NEW SAGAYA CITY MARKET - FISH,96,2001,21,FALSE
AWAIC,100,2007,50,FALSE
NEW PHO SAIGON RESTAURANT,90,2017,112,FALSE
SUBWAY OF ALASKA #14372,97,2006,62,FALSE
CHUGIAK EAGLE RIVER SENIOR CENTER - AL,91,2016,30,FALSE
MCDONALD'S,87,2009,646,FALSE
CROSTINI CAFE,90,2004,53,FALSE
QDOBA MEXICAN GRILL,91,2016,61,FALSE
DING HOW RESTAURANT,96,2016,196,FALSE
KIDS' CORP - EAST,96,2000,28,FALSE
HACIENDA MEXICAN RESTAURANT,91,2016,62,FALSE
COLD STONE CREAMERY,100,2002,92,FALSE
CARRS #1802 - RETAIL MEAT,100,2008,23,FALSE
ANCHORAGE SENIOR CENTER,93,2005,95,FALSE
MILLENIUM HOTEL - FLYING MACHINE,82,2008,123,FALSE
LUIGI'S PIZZA,88,2016,117,FALSE
NAPOLI'S PIZZA,77,2008,77,FALSE
CREEKSIDE CAFE,97,2016,22,FALSE
FRED MEYER - DELI,97,2016,189,FALSE
COLD STONE CREAMERY,93,2017,92,FALSE
HOLIDAY STATIONSTORE  #632,100,2009,30,FALSE
SUBWAY OF ALASKA #15777,92,2009,70,FALSE
BLAINES KITCHEN & SNACK BAR,84,2015,18,FALSE
THREE BEARS #100 - CONCESSION DELI,84,2015,20,FALSE
HOST COMMISSARY,91,2003,48,FALSE
YAK & YETI CAFE,81,2018,50,FALSE
PIZZA PLAZA,95,2007,90,FALSE
VIP DBA YOUNG BIN RESTAURANT,100,2002,115,FALSE
GREAT ALASKA PIZZA CO.,91,2016,23,FALSE
AFC SUSHI #18 @ FRED MEYER #18,100,2007,51,FALSE
FLIGHT DECK BAR,98,2005,29,FALSE
UAA - CREEKSIDE COMMONS,88,2005,63,FALSE
PANCHO'S VILLA,99,2007,62,FALSE
PIZZA MAN #1,89,2004,83,FALSE
H2OASIS INDOOR WATERPARK RESTAURANT,99,2008,95,FALSE
WILLIWAW ELEMENTARY SCHOOL,100,2003,38,FALSE
GRUENING MIDDLE SCHOOL,98,2017,40,FALSE
PHO BOWL,96,2017,4,FALSE
WENDY'S #1,94,2007,63,FALSE
ANCHORAGE SENIOR CENTER,82,2016,95,FALSE
RAVENWOOD ELEMENTARY CAFETERIA,99,2016,37,FALSE
HOLIDAY STATIONSTORE #637 SNACKBAR,95,2008,39,FALSE
WENDY'S #2,99,2007,59,FALSE
PEKING WOK,77,2006,271,FALSE
CARRS #1807 - SALAD BAR,99,2007,32,FALSE
CAPTAIN COOK - FLETCHER'S BAR,92,2017,24,FALSE
FRED MEYER 00656 - RETAIL MEAT,98,2007,22,FALSE
ARBY'S,99,2003,128,FALSE
KOBE TEPPAYAKI HOUSE,87,2006,151,FALSE
"ALASKA CLUB EAST - POOL, THE",100,2003,57,FALSE
CARRS #1805 - SALAD BAR,100,2006,40,FALSE
COHO CUP #4,93,2017,32,FALSE
YES INTERNATIONAL BISTRO,83,2016,40,FALSE
DING HOW RESTAURANT,87,2017,196,FALSE
CAFE LOCO 2,99,2005,66,FALSE
NORTH STAR HOSPITAL,91,2015,40,FALSE
GOLDEN DONUTS #2,89,2005,53,FALSE
SIDE STREET ESPRESSO,96,2000,16,FALSE
H2OASIS INDOOR WATERPARK - SPLASH,100,2003,60,FALSE
5TH AVENUE DELI,94,2008,70,FALSE
CARRS #1805 - DELI,91,2002,86,FALSE
CARRS #1809 - SALAD BAR,98,2006,34,FALSE
NORTHERN LIGHTS ABC SCHOOL,100,2004,36,FALSE
CARRS #1805 - ORIENT EXPRESS,98,2007,75,FALSE
HOLIDAY STATION STORE #601,100,2002,42,FALSE
GLACIER BREWHOUSE - BAR,94,2017,22,FALSE
FIORI D'ITALIA,93,2006,39,FALSE
"AVENUE, THE",99,2017,15,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,97,2004,134,FALSE
JALAPENOS MEXICAN RESTAURANT,93,2008,104,FALSE
LITTLE BEARS PLAYHOUSE,92,2006,32,FALSE
COMFORT SUITES/KITCHEN,91,2009,37,FALSE
KING'S KIDS CHILD CARE,100,2008,29,FALSE
CAMP FIRE - CHINOOK,100,2016,30,FALSE
LUIGI'S PIZZA,79,2009,117,FALSE
NORTHERN LIGHTS PRESCHOOL & CHILD CARE,96,2017,25,FALSE
LA MEX DIMOND - BAR,98,2006,30,FALSE
BEAR TOOTH GRILL,93,2005,75,FALSE
KLATT ELEMENTARY SCHOOL,100,2008,38,FALSE
EAGLE RIVER SNACK BAR,94,2006,56,FALSE
JUDY'S CAFE,89,2006,55,FALSE
CARRS #1807- RETAIL MEAT,100,2006,23,FALSE
BIG BOY EXPRESS MARKET,85,2017,133,FALSE
CAMP FIRE - ABBOTT LOOP,94,2003,32,FALSE
PANHANDLE BAR,93,2000,32,FALSE
TEMPURA EXPRESS,84,2017,40,FALSE
CAMP FIRE - RAVENWOOD,100,2016,32,FALSE
LAHN PAD-THAI RESTAURANT,92,2015,102,FALSE
NEW ASIAN MARKET,89,2017,24,FALSE
AFC SUSHI @ FRED MEYER 00656,89,2009,51,FALSE
BPX EXPLORATION CAFE,95,2000,43,FALSE
LA MEX DIMOND - BAR,93,2015,30,FALSE
CORDOVA CENTER,100,2016,26,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,94,2017,87,FALSE
CAMP FIRE - SUSITNA,100,2008,38,FALSE
KIDS'  CORPS - MOUNTAIN VIEW CENTER,93,2006,26,FALSE
WEST HIGH SCHOOL POOL/P & R,100,2017,32,FALSE
HOLIDAY STATIONSTORE #625,93,2017,36,FALSE
CAMP FIRE - SPRING HILL,100,2009,28,FALSE
KIDS' CORP - MULDOON,79,2008,51,FALSE
BRADLEY HOUSE,93,2015,54,FALSE
CAMP FIRE - SUSITNA,97,2016,38,FALSE
KALADI BROTHERS COFFEE,97,2016,99,FALSE
CARRS #1805 - ORIENT EXPRESS,88,2004,75,FALSE
SUBWAY OF ALASKA #3379,89,2004,55,FALSE
CAMP FIRE - RUSSIAN JACK,100,2003,45,FALSE
FRUITLAND FRESH #2,95,2016,37,FALSE
HOST COMMISSARY,97,2005,48,FALSE
CHESTER PARK CORP.,93,2016,60,FALSE
SWEET PINK PEPPER,87,2008,154,FALSE
5TH AVENUE DELI,93,2009,70,FALSE
COLD STONE CREAMERY,92,2008,92,FALSE
RONNIE SUSHI 2,83,2016,79,FALSE
NORTH STAR HOSPITAL,97,2005,40,FALSE
UAA - SPIRIT EXPRESS,90,2017,12,FALSE
H2OASIS ACTIVITY POOL,100,2009,56,FALSE
VILLA PIZZA,93,2004,68,FALSE
TESORO - LAKE OTIS,100,2017,6,FALSE
CROW CREEK MERCANTILE #1839,95,2005,53,FALSE
RAVENWOOD ELEMENTARY CAFETERIA,100,2001,37,FALSE
ESPRESSO ESPRESSIONS CAFE & EATERY,80,2016,110,FALSE
EAGLE RIVER SNACK BAR,99,2004,56,FALSE
TWIN DRAGON,76,2007,127,FALSE
CARRS #1807 - DELI,91,2015,59,FALSE
POPEYES CHICKEN AND BISCUITS,85,2017,153,FALSE
PEKING WOK,72,2007,271,FALSE
WILLIAM TYSON ELEMENTARY,100,2008,38,FALSE
NORTH STAR ELEMENTARY SCHOOL,100,2006,46,FALSE
I.H.O.P.,85,2018,208,FALSE
HOLIDAY STATION STORE #601,93,2006,42,FALSE
AL'S ALASKAN INN,95,2008,30,FALSE
CHAIR 5,94,2007,72,FALSE
