address,village,takeup_survey,age,agpop,ricearea_2010,disaster_prob,male,default,intensive,risk_averse,literacy,pre_takeup_rate
xinguang4,xinguang,0,56,4,26,50,1,0,0,0,0,.47368422
xinguang4,xinguang,1,40,3,10,0,1,0,1,.39999998,1,.47368422
xinguang4,xinguang,0,53,4,13.6,50,1,0,1,0,0,.47368422
xinguang4,xinguang,1,44,5,12,30,1,0,0,0,1,.47368422
xinguang4,xinguang,0,33,4,14,50,1,0,1,.80000001,1,.47368422
xinguang4,xinguang,1,63,2,9,30,1,0,1,0,1,.47368422
xinguang4,xinguang,1,47,4,6,20,1,0,1,0,1,.47368422
xinguang4,xinguang,0,45,4,14,0,1,0,0,.39999998,1,.47368422
xinguang4,xinguang,0,43,4,22,30,1,0,0,0,1,.47368422
xinguang4,xinguang,1,46,4,15,50,1,0,0,0,1,.47368422
xingzengxingzeng1,xingzeng,1,34,5,18,0,1,1,0,.39999998,1,.52631581
xingzengxingzeng1,xingzeng,0,54,5,18,50,1,1,0,0,1,.52631581
xingzengxingzeng1,xingzeng,1,74,6,5,50,1,1,1,0,1,.52631581
xingzengxingzeng1,xingzeng,0,45,4,50,50,1,1,1,0,1,.52631581
xingzengxingzeng1,xingzeng,1,45,4,5,50,1,1,0,0,1,.52631581
xingzengxingzeng1,xingzeng,1,40,4,14,0,1,1,0,0,1,.52631581
xingzengxingzeng1,xingzeng,0,48,3,12,50,1,1,0,0,1,.52631581
xingzengxingzeng1,xingzeng,1,65,6,40,20,1,1,1,0,0,.52631581
xingzengxingzeng1,xingzeng,1,63,6,20,10,1,1,1,1,1,.52631581
xingzengxingzeng1,xingzeng,1,54,,12,20,1,1,1,.80000001,1,.52631581
xingzengxingzeng1,xingzeng,1,54,6,10,50,0,1,0,0,0,.52631581
xingzengxingzeng1,xingzeng,0,58,3,20,50,1,1,1,.19999999,1,.52631581
xingzengxingzeng1,xingzeng,1,62,3,5,30,1,1,0,0,1,.52631581
xingzengxingzeng1,xingzeng,1,44,4,35,20,1,1,0,0,1,.52631581
xingzengxingzeng1,xingzeng,1,69,2,10,50,1,1,1,0,1,.52631581
xingzengxingzeng2,xingzeng,1,39,5,30,50,1,1,1,.60000002,1,.55555558
xingzengxingzeng2,xingzeng,1,45,6,20,60,1,1,0,0,1,.55555558
xingzengxingzeng2,xingzeng,1,,,,30,0,1,1,0,,.55555558
xingzengxingzeng2,xingzeng,0,44,5,15,20,1,1,1,0,0,.55555558
xingzengxingzeng2,xingzeng,0,42,2,7.5,30,1,1,0,0,0,.55555558
xingzengxingzeng2,xingzeng,0,60,5,12.5,30,1,1,1,0,1,.55555558
xingzengxingzeng2,xingzeng,0,48,9,23.70000076293945,50,1,1,0,0,1,.55555558
xingzengxingzeng2,xingzeng,1,33,4,,40,0,1,1,0,1,.55555558
xingzengxingzeng2,xingzeng,1,70,6,10,30,1,1,0,0,1,.55555558
xingzengxingzeng2,xingzeng,1,58,5,5.5,50,0,1,0,0,1,.55555558
xingzengxingzeng2,xingzeng,1,45,5,10,40,1,1,0,0,1,.55555558
xingzengxingzeng2,xingzeng,1,41,4,30,30,1,1,0,0,1,.55555558
xingzengxingzeng2,xingzeng,1,30,4,20,40,1,1,1,.60000002,1,.55555558
xingzengxingzeng2,xingzeng,0,54,5,10,30,1,1,1,0,1,.55555558
xinlian1112,xinlian,0,43,4,22.5,30,1,0,0,0,1,.25
xinlian1112,xinlian,0,47,5,14,50,1,0,0,0,1,.25
xinlian1112,xinlian,0,62,7,20,50,1,0,0,.19999999,1,.25
xinlian1112,xinlian,1,46,2,18,20,1,0,1,.80000001,0,.25
xinlian1112,xinlian,0,33,4,13,30,1,0,1,0,1,.25
xinlian1112,xinlian,0,46,6,15.4,20,1,0,1,0,1,.25
xinlian1112,xinlian,1,43,5,14,20,1,0,1,0,1,.25
xinlian1112,xinlian,0,56,3,10,20,1,0,1,0,0,.25
xinlian1112,xinlian,0,65,2,4.4,20,1,0,0,0,1,.25
xinlian1112,xinlian,0,33,4,12,40,1,0,0,1,1,.25
xinlian1112,xinlian,0,58,4,7,30,1,0,1,0,0,.25
xinlian1112,xinlian,1,52,4,10,0,1,0,1,0,1,.25
xinlian1112,xinlian,0,80,2,.4,0,1,0,0,0,1,.25
xinlian1314,xinlian,0,41,5,30,20,1,0,1,.19999999,,.375
xinlian1314,xinlian,0,45,5,18,50,1,0,1,0,1,.375
xinlian1314,xinlian,0,45,4,14,0,1,0,1,0,1,.375
xinlian1314,xinlian,0,46,5,17,30,1,0,0,.19999999,1,.375
xinlian1314,xinlian,1,68,3,7.7,50,1,0,1,.19999999,1,.375
xinlian1314,xinlian,0,78,2,3,50,1,0,0,0,1,.375
xinlian1314,xinlian,1,66,9,9.9,40,1,0,1,0,0,.375
xinlian1314,xinlian,0,46,4,15,80,1,0,0,.39999998,1,.375
xinlian1314,xinlian,1,53,4,12,50,1,0,0,0,1,.375
xinlian1314,xinlian,1,71,6,10,20,1,0,0,.60000002,0,.375
xinlian2,xinlian,0,55,5,15,50,1,1,0,.19999999,1,.21428572
xinlian2,xinlian,0,34,4,8.800000000000001,50,1,1,0,0,1,.21428572
xinlian2,xinlian,0,42,4,13.2,3,1,1,1,.80000001,1,.21428572
xinlian2,xinlian,0,52,7,7,50,1,1,1,0,0,.21428572
xinlian2,xinlian,0,45,4,7,20,1,1,1,0,1,.21428572
xinlian2,xinlian,0,36,5,15,0,1,1,0,.19999999,1,.21428572
xinlian2,xinlian,1,29,4,3,20,1,1,0,.80000001,1,.21428572
xinlian2,xinlian,0,45,5,3,20,1,1,1,0,1,.21428572
xinlian2,xinlian,0,55,5,10.2,50,1,1,1,.80000001,1,.21428572
xinlian2,xinlian,1,29,2,30,50,1,1,1,0,1,.21428572
xinlian56,xinlian,0,44,5,16,50,1,0,1,0,1,.2
xinlian56,xinlian,0,74,2,3,20,1,0,1,0,1,.2
xinlian56,xinlian,0,59,8,12,20,1,0,1,.39999998,1,.2
xinlian56,xinlian,0,58,4,10.2,50,1,0,1,.39999998,1,.2
xinlian56,xinlian,0,47,4,50,20,1,0,0,.19999999,1,.2
xinlian56,xinlian,0,43,4,11,40,1,0,0,0,1,.2
xinlian56,xinlian,0,47,2,17,30,1,0,1,0,1,.2
xinlian56,xinlian,0,62,5,15,50,1,0,0,1,1,.2
xinlian56,xinlian,0,58,3,11,50,1,0,0,0,1,.2
xinlian7,xinlian,0,37,4,30,50,0,1,0,0,1,.14285715
xinlian7,xinlian,0,42,5,19,20,1,1,1,0,1,.14285715
xinlian7,xinlian,0,41,6,20,20,0,1,0,.39999998,1,.14285715
xinlian7,xinlian,1,68,4,9.699999999999999,20,1,1,1,0,1,.14285715
xinlian7,xinlian,0,43,6,25,30,1,1,0,.60000002,1,.14285715
xinlian7,xinlian,1,59,3,13,40,1,1,0,0,1,.14285715
xinlian7,xinlian,1,40,4,26,20,1,1,1,0,1,.14285715
xinlian8,xinlian,0,43,1,35,30,1,0,1,0,1,.14285715
xinlian8,xinlian,0,53,4,11,20,1,0,1,.19999999,1,.14285715
xinlian8,xinlian,0,48,5,15,40,1,0,0,0,,.14285715
xinlian8,xinlian,0,42,4,21,30,1,0,0,1,1,.14285715
xinlian8,xinlian,0,64,7,11,50,1,0,1,.39999998,1,.14285715
xinlian8,xinlian,0,36,4,8.6,20,1,0,0,.39999998,1,.14285715
xinlian8,xinlian,0,37,3,8,30,1,0,1,0,,.14285715
xinlian8,xinlian,0,67,5,1,50,1,0,1,0,,.14285715
xinlian910,xinlian,0,64,4,23.8,50,1,1,0,0,1,.33333334
xinlian910,xinlian,0,47,4,19,50,1,1,1,.39999998,1,.33333334
xinlian910,xinlian,0,69,3,21,20,1,1,0,0,1,.33333334
xinlian910,xinlian,0,56,4,11.8,20,1,1,0,1,1,.33333334
xinlian910,xinlian,1,41,6,25,20,1,1,0,.60000002,1,.33333334
xinlian910,xinlian,0,52,7,18,30,1,1,1,0,1,.33333334
xinlian910,xinlian,1,37,4,80,50,0,1,1,.39999998,1,.33333334
xinlian910,xinlian,0,71,5,3,50,1,1,0,0,1,.33333334
xinlian910,xinlian,0,52,4,9,20,1,1,1,.39999998,1,.33333334
xinlian910,xinlian,1,74,6,11,40,1,1,0,0,0,.33333334
xinlian910,xinlian,0,47,5,38.4,30,1,1,0,.19999999,1,.33333334
xinlian910,xinlian,1,48,4,30,5,1,1,1,.39999998,1,.33333334
xinlian910,xinlian,0,41,4,13,40,1,1,1,0,1,.33333334
xinlian910,xinlian,0,68,7,3,50,1,1,1,.39999998,1,.33333334
yanjiangbeixin,yanjiang,0,67,8,4,40,1,1,1,0,1,1
yanjiangdonghezhong,yanjiang,1,54,3,55,50,1,0,0,.39999998,1,.42857143
yanjiangdonghezhong,yanjiang,0,53,6,2.5,30,0,0,0,0,0,.42857143
yanjiangdonghezhong,yanjiang,1,58,2,8,20,1,0,0,1,1,.42857143
yanjiangtangshang,yanjiang,1,48,5,3,20,1,0,1,0,1,.40000001
yanjiangtangshang,yanjiang,0,27,4,1,0,0,0,0,.39999998,1,.40000001
yanjiangtangshang,yanjiang,0,43,4,15,30,1,0,1,0,1,.40000001
yazhoushangbian1,yazhou,0,38,7,30,50,1,1,0,0,1,.05882353
yazhoushangbian1,yazhou,0,32,5,5,50,1,1,1,0,1,.05882353
yazhoushangbian1,yazhou,1,40,5,4.5,20,1,1,0,.80000001,1,.05882353
yazhoushangbian1,yazhou,1,50,5,6.800000190734863,40,1,1,0,0,1,.05882353
yazhoushangbian1,yazhou,0,48,4,2.700000047683716,40,1,1,1,1,1,.05882353
yazhoushangbian1,yazhou,0,40,4,14,50,1,1,1,0,1,.05882353
yazhoushangbian1,yazhou,0,40,3,10,50,1,1,0,0,1,.05882353
yazhoushangbian1,yazhou,0,20,5,13,1,1,1,1,.39999998,1,.05882353
yazhoushangbian2,yazhou,1,58,2,6,30,0,0,0,.39999998,1,.2
yazhoushangbian2,yazhou,0,36,4,7,20,1,0,0,0,1,.2
yazhoushangbian2,yazhou,0,70,2,2,50,1,0,0,0,0,.2
yazhoushangbian2,yazhou,0,46,7,16,50,0,0,0,0,1,.2
yazhoushangbian2,yazhou,0,59,10,25,40,1,0,1,0,0,.2
yazhoushangbian2,yazhou,1,40,4,7,100,1,0,1,.19999999,1,.2
yazhoushangbian2,yazhou,0,34,6,8,20,1,0,1,0,1,.2
yazhoushangbian2,yazhou,0,36,4,3,50,1,0,0,0,1,.2
yazhoushangbian2,yazhou,0,44,4,16,20,1,0,1,0,1,.2
yazhoushangbian2,yazhou,1,24,2,20,20,1,0,0,.80000001,1,.2
yazhouxiabian1,yazhou,1,67,2,1.299999952316284,50,1,0,1,0,0,.16666667
yazhouxiabian1,yazhou,0,63,2,2,30,1,0,1,0,1,.16666667
yazhouxiabian1,yazhou,0,40,4,7,20,1,0,0,.60000002,1,.16666667
yazhouxiabian1,yazhou,0,62,2,3,50,1,0,1,0,0,.16666667
yazhouxiabian1,yazhou,0,37,4,24,20,1,0,0,0,1,.16666667
yazhouxiabian1,yazhou,0,63,6,2,20,1,0,0,0,1,.16666667
yazhouxiabian1,yazhou,1,40,4,7.699999809265137,40,1,0,0,0,1,.16666667
yazhouxiabian1,yazhou,0,44,4,10,30,1,0,0,0,1,.16666667
yazhouxiabian1,yazhou,1,70,2,2.200000047683716,30,0,0,1,0,0,.16666667
yazhouxiabian1,yazhou,0,40,4,29,50,1,0,0,0,1,.16666667
yongfengcaomen1,yongfeng,0,45,4,.5,60,1,0,0,1,0,.54545456
yongfengcaomen1,yongfeng,0,67,4,2.599999904632568,40,0,0,0,0,0,.54545456
yongfengcaomen1,yongfeng,0,53,8,7,30,1,0,1,0,1,.54545456
yongfengcaomen1,yongfeng,0,76,6,8,40,1,0,1,0,0,.54545456
yongfengcaomen1,yongfeng,1,64,3,10,50,1,0,0,0,1,.54545456
yongfengcaomen1,yongfeng,1,41,4,4,20,1,0,0,0,1,.54545456
yongfengcaomen1,yongfeng,0,40,6,7,50,0,0,0,0,1,.54545456
yongfengcaomen1,yongfeng,0,56,5,6,40,1,0,1,0,1,.54545456
yongfengcaomen1,yongfeng,1,76,2,5,50,1,0,1,0,1,.54545456
yongfengcaomen1,yongfeng,0,37,4,8,40,1,0,0,0,1,.54545456
yongfengcaomen2,yongfeng,0,34,4,5,0,1,0,1,0,1,.55555558
yongfengcaomen2,yongfeng,0,39,4,8,40,1,0,1,0,1,.55555558
yongfengcaomen2,yongfeng,0,39,7,18,30,1,0,0,0,1,.55555558
yongfengcaomen2,yongfeng,0,33,5,10,50,0,0,1,0,0,.55555558
yongfengcaomen2,yongfeng,0,68,9,1.600000023841858,20,1,0,1,1,1,.55555558
yongfengcaomen2,yongfeng,0,38,4,3,30,0,0,1,0,0,.55555558
yongfengcaomen2,yongfeng,1,52,5,1.5,50,1,0,0,.60000002,0,.55555558
yongfengcaomen2,yongfeng,0,36,5,7,10,1,0,0,.60000002,1,.55555558
yongfengcaomen2,yongfeng,0,45,5,10,30,1,0,0,0,1,.55555558
yongfengcaomen2,yongfeng,1,55,5,3,20,1,0,1,0,1,.55555558
yongfengsanfang1,yongfeng,1,45,4,15,20,1,1,1,.19999999,1,.69230771
yongfengsanfang1,yongfeng,0,48,7,5.599999904632568,30,0,1,0,0,0,.69230771
yongfengsanfang1,yongfeng,1,57,5,6,50,1,1,1,0,0,.69230771
yongfengsanfang1,yongfeng,1,46,4,18,50,1,1,1,.19999999,1,.69230771
yongfengsanfang1,yongfeng,1,42,5,1,50,1,1,1,.39999998,1,.69230771
yongfengsanfang1,yongfeng,0,46,6,5.599999904632568,60,0,1,0,0,0,.69230771
yongfengsanfang1,yongfeng,0,52,8,.800000011920929,50,1,1,0,0,1,.69230771
yongfengsifang,yongfeng,0,35,6,5,50,1,1,0,0,1,.27272728
yongfengsifang,yongfeng,0,36,4,6,0,1,1,1,0,1,.27272728
yongfengsifang,yongfeng,0,43,5,1.5,50,1,1,1,.39999998,1,.27272728
yongfengsifang,yongfeng,1,42,4,3.700000047683716,50,1,1,1,1,1,.27272728
yongfengsifang,yongfeng,1,38,3,18,20,1,1,0,.80000001,1,.27272728
yongfengsifang,yongfeng,0,65,2,1,30,1,1,0,0,0,.27272728
yongfengsifang,yongfeng,0,39,4,20,50,1,1,1,.39999998,1,.27272728
yongfengsifang,yongfeng,1,58,3,12,20,1,1,0,.80000001,1,.27272728
yongfengyangzu,yongfeng,0,48,3,5,30,1,0,0,.19999999,1,1
yongfengyangzu,yongfeng,1,41,4,3,50,1,0,1,.39999998,1,1
yongfengyangzu,yongfeng,1,65,10,12,20,0,0,0,.80000001,0,1
yongfengyangzu,yongfeng,1,56,11,14,50,1,0,1,0,1,1
yongfengyangzu,yongfeng,1,75,19,5,30,1,0,0,0,0,1
yongfengyangzu,yongfeng,1,42,4,13,50,1,0,1,0,1,1
yongfengyangzu,yongfeng,1,52,4,4,40,1,0,0,0,0,1
zhangxi2,zhangxi,1,57,5,6.5,20,1,1,0,0,1,.17647059
zhangxi2,zhangxi,1,60,10,10,50,1,1,1,0,1,.17647059
zhangxi2,zhangxi,1,56,5,3.5,50,1,1,0,0,1,.17647059
zhangxi2,zhangxi,0,58,3,4.5,20,1,1,1,0,1,.17647059
zhangxi2,zhangxi,0,42,6,13,0,1,1,0,.19999999,1,.17647059
zhangxi2,zhangxi,1,63,9,12,40,1,1,1,.60000002,0,.17647059
zhangxi2,zhangxi,1,28,7,30,50,1,1,0,0,1,.17647059
zhangxi2,zhangxi,1,57,4,5,50,1,1,0,.80000001,1,.17647059
zhangxi3,zhangxi,1,44,4,100,10,1,1,0,0,1,.52631581
zhangxi3,zhangxi,0,64,7,8,50,1,1,0,0,1,.52631581
zhangxi3,zhangxi,1,66,6,4,10,1,1,1,0,1,.52631581
zhangxi3,zhangxi,1,41,4,18,20,1,1,1,.80000001,1,.52631581
zhangxi3,zhangxi,1,40,4,12,30,1,1,1,0,1,.52631581
zhangxi3,zhangxi,1,44,6,18,20,1,1,0,.80000001,1,.52631581
zhangxi3,zhangxi,0,54,5,23,40,1,1,0,0,1,.52631581
zhangxi3,zhangxi,1,21,3,20,20,1,1,1,.80000001,1,.52631581
zhangxi3,zhangxi,1,72,13,5.4,0,1,1,1,0,1,.52631581
zhangxi3,zhangxi,1,64,6,7,30,1,1,1,0,1,.52631581
zhangxi3,zhangxi,0,58,2,5.3,50,1,1,0,0,1,.52631581
zhangxi3,zhangxi,1,39,1,15,30,1,1,0,0,1,.52631581
zhangxi3,zhangxi,0,53,8,9,50,1,1,1,0,1,.52631581
zhangxi4,zhangxi,0,50,2,1,20,1,0,1,0,1,.12
zhangxi4,zhangxi,1,72,14,5,50,1,0,1,0,1,.12
zhangxi4,zhangxi,1,54,10,12,40,1,0,1,.60000002,1,.12
zhangxi4,zhangxi,1,64,12,12,20,1,0,0,.80000001,1,.12
zhangxi4,zhangxi,0,58,8,6,50,1,0,1,0,1,.12
zhangxi4,zhangxi,1,63,10,12,20,1,0,0,.80000001,0,.12
zhangxi4,zhangxi,1,60,7,12,20,1,0,0,.80000001,1,.12
zhangxi4,zhangxi,1,48,6,13,50,1,0,1,0,1,.12
zhangxi4,zhangxi,0,60,12,11,30,1,0,0,0,0,.12
zhangxi4,zhangxi,0,62,10,6,50,0,0,0,0,1,.12
zhangxi4,zhangxi,0,54,4,22,30,1,0,1,0,1,.12
zhangxi4,zhangxi,0,56,10,13,30,1,0,0,0,1,.12
zhangxi4,zhangxi,1,48,5,6,50,1,0,0,0,1,.12
zhangxi5,zhangxi,0,59,10,12,50,1,0,0,0,0,.4375
zhangxi5,zhangxi,0,59,10,10,0,1,0,1,0,1,.4375
zhangxi5,zhangxi,0,72,7,26,20,1,0,0,0,1,.4375
zhangxi5,zhangxi,0,54,7,10,40,1,0,0,0,1,.4375
zhangxi5,zhangxi,1,45,6,20,50,1,0,1,0,1,.4375
zhangxi5,zhangxi,0,48,6,8,50,1,0,0,0,1,.4375
zhangxi5,zhangxi,0,51,6,6.5,20,1,0,1,.19999999,1,.4375
zhangxi5,zhangxi,1,41,5,18,20,1,0,1,.80000001,1,.4375
zhangxi5,zhangxi,0,52,4,12,20,1,0,0,0,1,.4375
zhangxi5,zhangxi,1,33,5,5.5,33,0,0,1,0,1,.4375
zhangxi5,zhangxi,0,38,4,35,20,1,0,1,.60000002,1,.4375
zhangxi5,zhangxi,1,36,6,85,50,1,0,1,0,1,.4375
zhangxi6,zhangxi,1,60,2,18,100,1,1,0,0,0,.4375
zhangxi6,zhangxi,1,61,4,7,50,1,1,0,.19999999,1,.4375
zhangxi6,zhangxi,0,43,4,20,40,1,1,1,0,1,.4375
zhangxi6,zhangxi,0,56,6,6,50,1,1,1,0,1,.4375
zhangxi6,zhangxi,0,52,4,11,40,1,1,0,0,1,.4375
zhangxi6,zhangxi,0,58,6,10,30,1,1,1,0,0,.4375
zhangxi6,zhangxi,0,68,3,6,20,1,1,0,0,0,.4375
zhangxi6,zhangxi,1,58,3,12,20,1,1,1,0,1,.4375
zhangxi6,zhangxi,1,56,6,21,20,1,1,0,.39999998,1,.4375
zhangxi6,zhangxi,0,63,6,9,50,1,1,1,0,1,.4375
zhangxi6,zhangxi,0,59,3,21,30,1,1,1,.39999998,1,.4375
zhangxi81,zhangxi,0,54,7,7,5,1,0,1,0,0,.25
zhangxi81,zhangxi,0,35,6,8,30,1,0,0,0,0,.25
zhangxi81,zhangxi,0,53,4,13,0,1,0,0,0,1,.25
zhangxi81,zhangxi,0,63,7,16,20,1,0,1,0,0,.25
zhangxi81,zhangxi,1,64,6,12,30,1,0,0,.39999998,1,.25
zhangxi81,zhangxi,0,73,7,5,20,1,0,1,0,0,.25
zhangxi81,zhangxi,1,54,7,8,20,1,0,1,0,1,.25
zhangxi81,zhangxi,1,66,8,10,50,1,0,0,0,1,.25
zhangxi81,zhangxi,0,38,4,3.6,50,1,0,1,0,0,.25
zhangxi81,zhangxi,0,55,2,4,30,1,0,1,0,1,.25
zhangxi81,zhangxi,0,60,12,5,20,1,0,1,1,0,.25
zhangxi81,zhangxi,0,58,6,10,30,1,0,1,0,0,.25
zhangxi82,zhangxi,0,51,6,18,20,1,1,0,0,1,.55555558
zhangxi82,zhangxi,1,63,14,10,30,1,1,1,0,1,.55555558
zhangxi82,zhangxi,0,48,4,50,30,1,1,0,0,1,.55555558
zhangxi82,zhangxi,1,53,6,9,20,1,1,1,0,1,.55555558
zhangxi82,zhangxi,1,58,3,10,30,1,1,0,.39999998,1,.55555558
zhangxi82,zhangxi,0,61,5,9,40,1,1,1,.39999998,0,.55555558
zixi1,zixi,1,62,10,6,10,1,0,0,0,1,.26666668
zixi1,zixi,0,69,9,11,20,1,0,0,0,0,.26666668
zixi1,zixi,1,70,7,4.1,20,1,0,0,0,1,.26666668
zixi1,zixi,0,76,9,5.6,10,1,0,0,0,0,.26666668
zixi1,zixi,0,66,2,3,50,1,0,1,0,0,.26666668
zixi1,zixi,0,48,8,10,50,1,0,1,1,1,.26666668
zixi1,zixi,1,73,10,8,20,1,0,0,0,0,.26666668
zixi1,zixi,0,48,5,3,20,1,0,1,.19999999,1,.26666668
zixi1,zixi,0,41,4,3,0,1,0,1,.19999999,1,.26666668
zixi1,zixi,0,42,4,6,30,1,0,0,0,1,.26666668
zixi1,zixi,0,47,7,2,50,1,0,1,1,1,.26666668
zixi1,zixi,0,35,5,16,40,1,0,1,1,1,.26666668
zixi1,zixi,0,39,4,13,20,1,0,1,0,1,.26666668
zixi4,zixi,1,69,2,6,20,1,0,0,0,0,.61538464
zixi4,zixi,1,38,4,15,30,1,0,0,0,1,.61538464
zixi4,zixi,0,59,10,3,40,1,0,1,0,0,.61538464
zixi4,zixi,0,45,4,22,20,1,0,1,0,1,.61538464
zixi4,zixi,1,40,4,15,50,1,0,1,0,1,.61538464
zixi4,zixi,1,63,8,16,20,1,0,0,0,0,.61538464
zixi5,zixi,1,50,4,15,50,1,0,0,0,1,.22222222
zixi5,zixi,0,44,5,8.800000000000001,40,1,0,0,0,1,.22222222
zixi5,zixi,1,54,3,13.6,0,1,0,0,1,1,.22222222
zixi5,zixi,1,68,3,10,50,1,0,1,0,1,.22222222
zixi5,zixi,0,54,7,10,50,1,0,1,0,1,.22222222
zixi5,zixi,0,49,5,15,40,1,0,1,0,1,.22222222
zixi5,zixi,1,41,4,8.4,50,1,0,0,0,1,.22222222
zixi5,zixi,0,60,3,20,50,1,0,1,0,1,.22222222
zixi9,zixi,1,73,2,4,30,1,1,1,0,1,.125
zixi9,zixi,0,66,6,10,50,1,1,0,.80000001,0,.125
zixi9,zixi,0,72,2,8,20,1,1,0,0,1,.125
